,Items,Origin,Items grouped,Category,Unit,amount,District,VDC,Village/Ward/extra info,lat,lon,District Latitude,District Longitude,Date,Location name,type
874,Blankets,,Blankets,Shelter,unit,100.0,Dolakha,Sahare,,27.5027,86.12413000000001,27.83333,86.25,2015-05-15,"Sahare, ",list
875,Medical Kit,,Medical Kit,Medicine,unit,1.0,Dolakha,Sahare,,27.5027,86.12413000000001,27.83333,86.25,2015-05-15,"Sahare, ",list
876,Medical Kit,,Medical Kit,Medicine,unit,3.0,Rasuwa,Bhorle,,27.987679999999997,85.24388,28.16667,85.33333,2015-05-15,"Bhorle, ",list
877,Tarp,,Tarp,Shelter,unit,2.0,Rasuwa,Bhorle,,27.987679999999997,85.24388,28.16667,85.33333,2015-05-15,"Bhorle, ",list
878,Medicine - rehydration,,Medicine - rehydration,Medicine,box,10.0,Rasuwa,Bhorle,,27.987679999999997,85.24388,28.16667,85.33333,2015-05-15,"Bhorle, ",list
879,Medical Kit,,Medical Kit,Medicine,unit,3.0,Sindhupalchok,Dhuyang,Jyanling,27.85199,85.85637,27.829359999999998,85.54504,2015-05-16,"Dhuyang, Jyanling",list
880,Solar Lamps/Chargers (UNHCR),UNHCR,Solar Lamps/Chargers (UNHCR),Shelter,unit,10.0,Rasuwa,Yarsa,Arukharka,28.035590000000003,85.30384000000001,28.16667,85.33333,2015-05-15,"Yarsa, Arukharka",list
881,Solar Lamps/Chargers (UNHCR),UNHCR,Solar Lamps/Chargers (UNHCR),Shelter,unit,10.0,Rasuwa,Bridhim,,28.18921,85.37507,28.16667,85.33333,2015-05-11,"Bridhim, ",list
882,Blankets,,Blankets,Shelter,unit,100.0,Rasuwa,Bridhim,,28.18921,85.37507,28.16667,85.33333,2015-05-11,"Bridhim, ",list
883,Tarp (UNHCR),UNHCR,Tarp (UNHCR),Shelter,unit,1070.0,Khotang,RakhaBangdel,"R.Maheswori, RakhaDipsung, Sungdel",27.384,86.8205,27.25,86.83333,2015-05-16,"RakhaBangdel, R.Maheswori, RakhaDipsung, Sungdel",list
884,Solar Lamps/Chargers (UNHCR),UNHCR,Solar Lamps/Chargers (UNHCR),Shelter,unit,18.0,Khotang,RakhaBangdel,"R.Maheswori, RakhaDipsung, Sungdel",27.384,86.8205,27.25,86.83333,2015-05-16,"RakhaBangdel, R.Maheswori, RakhaDipsung, Sungdel",list
885,Tarp (UNHCR),UNHCR,Tarp (UNHCR),Shelter,unit,75.0,Rasuwa,Timure,and also Bridhim VDC,28.2524,85.39284,28.16667,85.33333,2015-05-16,"Timure, and also Bridhim VDC",list
886,Solar Lamps/Chargers (UNHCR),UNHCR,Solar Lamps/Chargers (UNHCR),Shelter,unit,15.0,Rasuwa,Timure,and also Bridhim VDC,28.2524,85.39284,28.16667,85.33333,2015-05-16,"Timure, and also Bridhim VDC",list
887,Medical Kit,,Medical Kit,Medicine,unit,1.0,Rasuwa,Timure,and also Bridhim VDC,28.2524,85.39284,28.16667,85.33333,2015-05-16,"Timure, and also Bridhim VDC",list
888,Tarp,India,Tarp,Shelter,unit,24.0,Kathmandu District,KathmanduN.P.,Swayambu Langtang Camp,27.707309999999996,85.32218,27.707040000000003,85.33218000000001,2015-05-16,"KathmanduN.P., Swayambu Langtang Camp",list
889,Mosquito Nets,,Mosquito Nets,Shelter,unit,40.0,Kathmandu District,KathmanduN.P.,Swayambu Langtang Camp,27.707309999999996,85.32218,27.707040000000003,85.33218000000001,2015-05-16,"KathmanduN.P., Swayambu Langtang Camp",list
890,Tarp (UNHCR),UNHCR,Tarp (UNHCR),Shelter,unit,50.0,Dolakha,LakuriDada,Khari Dhurga,27.686009999999996,85.9619,27.83333,86.25,2015-05-16,"LakuriDada, Khari Dhurga",list
891,Rice,,Rice,Food - Dry Food,sack,4.0,Dolakha,LakuriDada,Khari Dhurga,27.686009999999996,85.9619,27.83333,86.25,2015-05-16,"LakuriDada, Khari Dhurga",list
892,Salt,,Salt,Food - Dry Food,pack,30.0,Dolakha,LakuriDada,Khari Dhurga,27.686009999999996,85.9619,27.83333,86.25,2015-05-16,"LakuriDada, Khari Dhurga",list
893,Tarp (UNHCR),UNHCR,Tarp (UNHCR),Shelter,unit,100.0,Dhading,ChhatreDyaurali,ward 1 & 3,27.7485,85.227,28.0,84.91667,2015-05-16,"ChhatreDyaurali, ward 1 & 3",list
894,Rice,,Rice,Food - Dry Food,sack,20.0,Dhading,ChhatreDyaurali,ward 1 & 3,27.7485,85.227,28.0,84.91667,2015-05-16,"ChhatreDyaurali, ward 1 & 3",list
895,Blankets,,Blankets,Shelter,unit,50.0,Dhading,ChhatreDyaurali,ward 1 & 3,27.7485,85.227,28.0,84.91667,2015-05-16,"ChhatreDyaurali, ward 1 & 3",list
896,Medical Kit,,Medical Kit,Medicine,unit,1.0,Dhading,ChhatreDyaurali,ward 1 & 3,27.7485,85.227,28.0,84.91667,2015-05-16,"ChhatreDyaurali, ward 1 & 3",list
897,Tarp (UNHCR),UNHCR,Tarp (UNHCR),Shelter,unit,500.0,Dolakha,Alampu,"and Bigu VDC, Orang VDC, Babare VDC, Gumba",27.85332,86.1005,27.83333,86.25,2015-05-16,"Alampu, and Bigu VDC, Orang VDC, Babare VDC, Gumba",list
898,Solar Lamps/Chargers (UNHCR),UNHCR,Solar Lamps/Chargers (UNHCR),Shelter,unit,15.0,Dolakha,Alampu,"and Bigu VDC, Orang VDC, Babare VDC, Gumba",27.85332,86.1005,27.83333,86.25,2015-05-16,"Alampu, and Bigu VDC, Orang VDC, Babare VDC, Gumba",list
899,Blankets,,Blankets,Shelter,unit,150.0,Dolakha,Alampu,"and Bigu VDC, Orang VDC, Babare VDC, Gumba",27.85332,86.1005,27.83333,86.25,2015-05-16,"Alampu, and Bigu VDC, Orang VDC, Babare VDC, Gumba",list
900,Plastic rolls (UNCHR),UNHCR,Plastic rolls (UNCHR),Shelter,unit,3.0,Dolakha,Alampu,"and Bigu VDC, Orang VDC, Babare VDC, Gumba",27.85332,86.1005,27.83333,86.25,2015-05-16,"Alampu, and Bigu VDC, Orang VDC, Babare VDC, Gumba",list
901,Tarp,,Tarp,Shelter,unit,12.0,Bhaktapur,BhaktapurN.P.,,27.6748,85.4319,27.667340000000003,85.41673,2015-05-14,"BhaktapurN.P., ",list
902,Solar Lamps/Chargers (UNHCR),UNHCR,Solar Lamps/Chargers (UNHCR),Shelter,unit,15.0,Rasuwa,Gatlang,and Syafru VDC,28.16426,85.26809,28.16667,85.33333,2015-05-16,"Gatlang, and Syafru VDC",list
903,Rice,,Rice,Food - Dry Food,sack,10.0,Dolakha,Chhetrapa,Yobo village,27.66913,86.13334,27.83333,86.25,2015-05-16,"Chhetrapa, Yobo village",list
904,Medicine - drug,,Medicine - drug,Medicine,unit,132.0,Kathmandu District,KathmanduN.P.,TU Teaching Hospital ICU,27.707309999999996,85.32218,27.707040000000003,85.33218000000001,2015-05-14,"KathmanduN.P., TU Teaching Hospital ICU",list
905,Tarp (UNHCR),UNHCR,Tarp (UNHCR),Shelter,unit,60.0,Gorkha,Thumi,,28.1314,84.8216,28.33333,84.83333,2015-05-16,"Thumi, ",list
906,Tarp (UNHCR),UNHCR,Tarp (UNHCR),Shelter,unit,245.0,Gorkha,Chhoprak,"Gaira, Jaisithok, Phirphire, Arubot, ward 8",28.0556,84.5881,28.33333,84.83333,2015-05-17,"Chhoprak, Gaira, Jaisithok, Phirphire, Arubot, ward 8",list
907,Plastic rolls (UNCHR),UNHCR,Plastic rolls (UNCHR),Shelter,unit,1.0,Gorkha,Chhoprak,"Gaira, Jaisithok, Phirphire, Arubot, ward 8",28.0556,84.5881,28.33333,84.83333,2015-05-17,"Chhoprak, Gaira, Jaisithok, Phirphire, Arubot, ward 8",list
908,Tarp,India,Tarp,Shelter,unit,240.0,Ramechhap,Gumdel,wards 1 to 9,27.640909999999998,86.42334,27.3303,86.06458,2015-05-17,"Gumdel, wards 1 to 9",list
909,Plastic rolls (UNCHR),UNHCR,Plastic rolls (UNCHR),Shelter,unit,2.0,Ramechhap,Gumdel,wards 1 to 9,27.640909999999998,86.42334,27.3303,86.06458,2015-05-17,"Gumdel, wards 1 to 9",list
910,Solar Lamps/Chargers (UNHCR),UNHCR,Solar Lamps/Chargers (UNHCR),Shelter,unit,6.0,Ramechhap,Gumdel,wards 1 to 9,27.640909999999998,86.42334,27.3303,86.06458,2015-05-17,"Gumdel, wards 1 to 9",list
911,Plastic rolls (UNCHR),UNHCR,Plastic rolls (UNCHR),Shelter,unit,1.0,Ramechhap,Gumdel,and BamtiBhandar - Bhanelar/Deurali/Lapchane/Thodung/Serding,27.640909999999998,86.42334,27.3303,86.06458,2015-05-17,"Gumdel, and BamtiBhandar - Bhanelar/Deurali/Lapchane/Thodung/Serding",list
912,Tarp (UNHCR),UNHCR,Tarp (UNHCR),Shelter,unit,250.0,Ramechhap,Gumdel,and BamtiBhandar - Bhanelar/Deurali/Lapchane/Thodung/Serding,27.640909999999998,86.42334,27.3303,86.06458,2015-05-17,"Gumdel, and BamtiBhandar - Bhanelar/Deurali/Lapchane/Thodung/Serding",list
913,Tarp (UNHCR),UNHCR,Tarp (UNHCR),Shelter,unit,259.0,Ramechhap,Phulasi,and Chanakha VDC,27.48568,86.06541999999999,27.3303,86.06458,2015-05-17,"Phulasi, and Chanakha VDC",list
914,Plastic rolls (UNCHR),UNHCR,Plastic rolls (UNCHR),Shelter,unit,2.0,Ramechhap,Phulasi,and Chanakha VDC,27.48568,86.06541999999999,27.3303,86.06458,2015-05-17,"Phulasi, and Chanakha VDC",list
915,Tarp,India,Tarp,Shelter,unit,141.0,Ramechhap,Phulasi,and Chanakha VDC,27.48568,86.06541999999999,27.3303,86.06458,2015-05-17,"Phulasi, and Chanakha VDC",list
916,Blankets,,Blankets,Shelter,unit,150.0,Ramechhap,Phulasi,and Chanakha VDC,27.48568,86.06541999999999,27.3303,86.06458,2015-05-17,"Phulasi, and Chanakha VDC",list
917,Solar Lamps/Chargers (UNHCR),UNHCR,Solar Lamps/Chargers (UNHCR),Shelter,unit,31.0,Ramechhap,Phulasi,and Chanakha VDC,27.48568,86.06541999999999,27.3303,86.06458,2015-05-17,"Phulasi, and Chanakha VDC",list
918,Medical Kit,,Medical Kit,Medicine,unit,2.0,Ramechhap,Phulasi,and Chanakha VDC,27.48568,86.06541999999999,27.3303,86.06458,2015-05-17,"Phulasi, and Chanakha VDC",list
919,Tarp,India,Tarp,Shelter,unit,100.0,Kathmandu District,KathmanduN.P.,Jyabahal,27.707309999999996,85.32218,27.707040000000003,85.33218000000001,2015-05-17,"KathmanduN.P., Jyabahal",list
920,Tarp,India,Tarp,Shelter,unit,45.0,Sindhupalchok,Sangachok,Jalkeni,27.695320000000002,85.72073,27.829359999999998,85.54504,2015-05-17,"Sangachok, Jalkeni",list
921,Blankets,,Blankets,Shelter,unit,50.0,Sindhupalchok,Sangachok,Jalkeni,27.695320000000002,85.72073,27.829359999999998,85.54504,2015-05-17,"Sangachok, Jalkeni",list
922,Tarp,India,Tarp,Shelter,unit,45.0,Kabhre Palanchok,KartikeDeurali,ward 4,27.5472,85.802,27.58333,85.66667,2015-05-17,"KartikeDeurali, ward 4",list
923,Blankets,,Blankets,Shelter,unit,75.0,Kabhre Palanchok,KartikeDeurali,ward 4,27.5472,85.802,27.58333,85.66667,2015-05-17,"KartikeDeurali, ward 4",list
924,Rice,,Rice,Food - Dry Food,sack,72.0,Kabhre Palanchok,KartikeDeurali,ward 4,27.5472,85.802,27.58333,85.66667,2015-05-17,"KartikeDeurali, ward 4",list
925,Oil,,Oil,Food - Dry Food,bottle,72.0,Kabhre Palanchok,KartikeDeurali,ward 4,27.5472,85.802,27.58333,85.66667,2015-05-17,"KartikeDeurali, ward 4",list
926,Salt,,Salt,Food - Dry Food,pack,72.0,Kabhre Palanchok,KartikeDeurali,ward 4,27.5472,85.802,27.58333,85.66667,2015-05-17,"KartikeDeurali, ward 4",list
927,Tarp (UNHCR),UNHCR,Tarp (UNHCR),Shelter,unit,200.0,Sindhupalchok,Pagretar,,27.746159999999996,85.84449000000001,27.829359999999998,85.54504,2015-05-17,"Pagretar, ",list
928,Tarp,India,Tarp,Shelter,unit,30.0,Makwanpur,Palung,Thaka - wards 1 & 2,27.64237,85.07101,27.41667,85.25,2015-05-17,"Palung, Thaka - wards 1 & 2",list
929,Blankets,,Blankets,Shelter,unit,30.0,Makwanpur,Palung,Thaka - wards 1 & 2,27.64237,85.07101,27.41667,85.25,2015-05-17,"Palung, Thaka - wards 1 & 2",list
930,Food packages,,Food packages,Food - Supplies,unit,220.0,Makwanpur,Palung,Thaka - wards 1 & 2,27.64237,85.07101,27.41667,85.25,2015-05-17,"Palung, Thaka - wards 1 & 2",list
931,Medical Kit,,Medical Kit,Medicine,unit,2.0,Makwanpur,Palung,Thaka - wards 1 & 2,27.64237,85.07101,27.41667,85.25,2015-05-17,"Palung, Thaka - wards 1 & 2",list
932,Water,,Water,Food - Drinks,box,5.0,Makwanpur,Palung,Thaka - wards 1 & 2,27.64237,85.07101,27.41667,85.25,2015-05-17,"Palung, Thaka - wards 1 & 2",list
933,Biscuits,,Biscuits,Food - Dry Food,box,5.0,Makwanpur,Palung,Thaka - wards 1 & 2,27.64237,85.07101,27.41667,85.25,2015-05-17,"Palung, Thaka - wards 1 & 2",list
934,Medical Kit,,Medical Kit,Medicine,unit,2.0,Rasuwa,Bhorle,wards 1 to 9,27.987679999999997,85.24388,28.16667,85.33333,2015-05-17,"Bhorle, wards 1 to 9",list
935,Blankets,,Blankets,Shelter,unit,200.0,Solukhumbu,ChauriKharka,,27.7139,86.73652,27.75,86.75,2015-05-17,"ChauriKharka, ",list
936,Tarp,India,Tarp,Shelter,unit,250.0,Solukhumbu,ChauriKharka,,27.7139,86.73652,27.75,86.75,2015-05-17,"ChauriKharka, ",list
937,Solar Lamps/Chargers (UNHCR),UNHCR,Solar Lamps/Chargers (UNHCR),Shelter,unit,20.0,Solukhumbu,ChauriKharka,,27.7139,86.73652,27.75,86.75,2015-05-17,"ChauriKharka, ",list
938,Tarp,India,Tarp,Shelter,unit,21.0,Kabhre Palanchok,Machchhegaun,Dungetar village ward 7,27.4687,85.7881,27.58333,85.66667,2015-05-17,"Machchhegaun, Dungetar village ward 7",list
939,Tarp,India,Tarp,Shelter,unit,10.0,Kathmandu District,KathmanduN.P.,Temples around the KTM Valley,27.707309999999996,85.32218,27.707040000000003,85.33218000000001,2015-05-17,"KathmanduN.P., Temples around the KTM Valley",list
940,Tarp,India,Tarp,Shelter,unit,40.0,Gorkha,Ghyalchok,Beni Gau ward 4,27.8239,84.7338,28.33333,84.83333,2015-05-18,"Ghyalchok, Beni Gau ward 4",list
941,Tarp,India,Tarp,Shelter,unit,10.0,Bhaktapur,BhaktapurN.P.,Dattataray Square,27.6748,85.4319,27.667340000000003,85.41673,2015-05-18,"BhaktapurN.P., Dattataray Square",list
942,Tarp,India,Tarp,Shelter,unit,159.0,Dolakha,Alampu,"and Bigu VDC, Orang VDC, Babare VDC, Gumba",27.85332,86.1005,27.83333,86.25,2015-05-17,"Alampu, and Bigu VDC, Orang VDC, Babare VDC, Gumba",list
943,Tarp,,Tarp,Shelter,unit,1.0,Kathmandu District,KathmanduN.P.,New Baneshwor - ward 10,27.707309999999996,85.32218,27.707040000000003,85.33218000000001,2015-05-12,"KathmanduN.P., New Baneshwor - ward 10",list
944,Tarp,,Tarp,Shelter,unit,1.0,Kathmandu District,KathmanduN.P.,Chhetrapati,27.707309999999996,85.32218,27.707040000000003,85.33218000000001,2015-05-15,"KathmanduN.P., Chhetrapati",list
945,Medical Kit,,Medical Kit,Medicine,unit,2.0,Kathmandu District,Sundarijal,"Sundarijal, Okhreni, Chilaunegaun - ward 6",27.78073,85.42793,27.707040000000003,85.33218000000001,2015-05-18,"Sundarijal, Sundarijal, Okhreni, Chilaunegaun - ward 6",list
946,Tarp,India,Tarp,Shelter,unit,65.0,Kathmandu District,Sundarijal,"Sundarijal, Okhreni, Chilaunegaun - ward 6",27.78073,85.42793,27.707040000000003,85.33218000000001,2015-05-18,"Sundarijal, Sundarijal, Okhreni, Chilaunegaun - ward 6",list
947,Tarp,India,Tarp,Shelter,unit,261.0,Dolakha,Katakuti,and also Bhusapheda VDC,27.62756,85.9923,27.83333,86.25,2015-05-18,"Katakuti, and also Bhusapheda VDC",list
948,Blankets,,Blankets,Shelter,unit,136.0,Dolakha,Katakuti,and also Bhusapheda VDC,27.62756,85.9923,27.83333,86.25,2015-05-18,"Katakuti, and also Bhusapheda VDC",list
949,Solar Lamps/Chargers (UNHCR),UNHCR,Solar Lamps/Chargers (UNHCR),Shelter,unit,4.0,Dolakha,Katakuti,and also Bhusapheda VDC,27.62756,85.9923,27.83333,86.25,2015-05-18,"Katakuti, and also Bhusapheda VDC",list
950,Tarp,India,Tarp,Shelter,unit,45.0,Kabhre Palanchok,KartikeDeurali,,27.5472,85.802,27.58333,85.66667,2015-05-18,"KartikeDeurali, ",list
951,Blankets,,Blankets,Shelter,unit,45.0,Kabhre Palanchok,KartikeDeurali,,27.5472,85.802,27.58333,85.66667,2015-05-18,"KartikeDeurali, ",list
952,Tarp (UNHCR),UNHCR,Tarp (UNHCR),Shelter,unit,5.0,Sindhupalchok,Pagretar,"Swora, ward 6 & 7",27.746159999999996,85.84449000000001,27.829359999999998,85.54504,2015-05-18,"Pagretar, Swora, ward 6 & 7",list
953,Solar Lamps/Chargers (UNHCR),UNHCR,Solar Lamps/Chargers (UNHCR),Shelter,unit,2.0,Sindhupalchok,Pagretar,"Swora, ward 6 & 7",27.746159999999996,85.84449000000001,27.829359999999998,85.54504,2015-05-18,"Pagretar, Swora, ward 6 & 7",list
954,Tarp,India,Tarp,Shelter,unit,44.0,Sindhupalchok,Pagretar,"Swora, ward 6 & 7",27.746159999999996,85.84449000000001,27.829359999999998,85.54504,2015-05-18,"Pagretar, Swora, ward 6 & 7",list
955,Tarp,India,Tarp,Shelter,unit,60.0,Ramechhap,Duragau,"Khatinga wards 4, 5, 6",27.46642,86.23541,27.3303,86.06458,2015-05-18,"Duragau, Khatinga wards 4, 5, 6",list
956,Blankets,,Blankets,Shelter,unit,50.0,Ramechhap,Duragau,"Khatinga wards 4, 5, 6",27.46642,86.23541,27.3303,86.06458,2015-05-18,"Duragau, Khatinga wards 4, 5, 6",list
957,Blankets,,Blankets,Shelter,unit,25.0,Kathmandu District,KathmanduN.P.,Sapkota (?),27.707309999999996,85.32218,27.707040000000003,85.33218000000001,2015-05-18,"KathmanduN.P., Sapkota (?)",list
958,Tarp,India,Tarp,Shelter,unit,48.0,Gorkha,Tandrang,Darme ward 7,28.0337,84.7752,28.33333,84.83333,2015-05-18,"Tandrang, Darme ward 7",list
959,Blankets,,Blankets,Shelter,unit,48.0,Gorkha,Tandrang,Darme ward 7,28.0337,84.7752,28.33333,84.83333,2015-05-18,"Tandrang, Darme ward 7",list
960,Mosquito Nets,,Mosquito Nets,Shelter,unit,48.0,Gorkha,Tandrang,Darme ward 7,28.0337,84.7752,28.33333,84.83333,2015-05-18,"Tandrang, Darme ward 7",list
961,Rice,,Rice,Food - Dry Food,sack,5.0,Gorkha,Tandrang,Darme ward 7,28.0337,84.7752,28.33333,84.83333,2015-05-18,"Tandrang, Darme ward 7",list
962,Dal,,Dal,Food - Dry Food,sack,2.0,Gorkha,Tandrang,Darme ward 7,28.0337,84.7752,28.33333,84.83333,2015-05-18,"Tandrang, Darme ward 7",list
963,Beaten Rice,,Beaten Rice,Food - Dry Food,sack,2.0,Gorkha,Tandrang,Darme ward 7,28.0337,84.7752,28.33333,84.83333,2015-05-18,"Tandrang, Darme ward 7",list
964,Noodles,,Noodles,Food - Dry Food,box,3.0,Gorkha,Tandrang,Darme ward 7,28.0337,84.7752,28.33333,84.83333,2015-05-18,"Tandrang, Darme ward 7",list
965,Biscuits,,Biscuits,Food - Dry Food,box,1.0,Gorkha,Tandrang,Darme ward 7,28.0337,84.7752,28.33333,84.83333,2015-05-18,"Tandrang, Darme ward 7",list
966,Sugar,,Sugar,Food - Dry Food,sack,2.0,Gorkha,Tandrang,Darme ward 7,28.0337,84.7752,28.33333,84.83333,2015-05-18,"Tandrang, Darme ward 7",list
967,Solar Lamps/Chargers (UNHCR),UNHCR,Solar Lamps/Chargers (UNHCR),Shelter,unit,2.0,Gorkha,Tandrang,Darme ward 7,28.0337,84.7752,28.33333,84.83333,2015-05-18,"Tandrang, Darme ward 7",list
968,Tarp,India,Tarp,Shelter,unit,35.0,Kathmandu District,KathmanduN.P.,,27.707309999999996,85.32218,27.707040000000003,85.33218000000001,2015-05-18,"KathmanduN.P., ",list
969,Tarp,India,Tarp,Shelter,unit,20.0,Kabhre Palanchok,KartikeDeurali,Bhanjyang,27.5472,85.802,27.58333,85.66667,2015-05-18,"KartikeDeurali, Bhanjyang",list
970,Tarp,India,Tarp,Shelter,unit,250.0,Bhaktapur,Nagarkot,"Rohini, Chisapani, Bakhrigaun, Takurigaun",27.7137,85.5031,27.667340000000003,85.41673,2015-05-18,"Nagarkot, Rohini, Chisapani, Bakhrigaun, Takurigaun",list
971,Sketch book,,Sketch book,Psychosocial support - Children supplies,unit,6.0,Kathmandu District,KathmanduN.P.,Balaju,27.707309999999996,85.32218,27.707040000000003,85.33218000000001,2015-05-18,"KathmanduN.P., Balaju",list
972,Colour pencils,,Colour pencils,Psychosocial support - Children supplies,pack,4.0,Kathmandu District,KathmanduN.P.,Balaju,27.707309999999996,85.32218,27.707040000000003,85.33218000000001,2015-05-18,"KathmanduN.P., Balaju",list
973,Colour pencils,,Colour pencils,Psychosocial support - Children supplies,pack,50.0,Dhading,Marpak,Nirachowk,28.0135,84.9646,28.0,84.91667,2015-05-18,"Marpak, Nirachowk",list
974,Sketch book,,Sketch book,Psychosocial support - Children supplies,unit,100.0,Dhading,Marpak,Nirachowk,28.0135,84.9646,28.0,84.91667,2015-05-18,"Marpak, Nirachowk",list
975,Solar Lamps/Chargers (UNHCR),UNHCR,Solar Lamps/Chargers (UNHCR),Shelter,unit,6.0,Dhading,Marpak,Nirachowk,28.0135,84.9646,28.0,84.91667,2015-05-18,"Marpak, Nirachowk",list
976,Medical Kit,,Medical Kit,Medicine,unit,3.0,Sindhupalchok,Jethal,"Jethal wards 1, 2, 3",27.6988,85.91502,27.829359999999998,85.54504,2015-05-19,"Jethal, Jethal wards 1, 2, 3",list
977,Solar Lamps/Chargers (UNHCR),UNHCR,Solar Lamps/Chargers (UNHCR),Shelter,unit,10.0,Sindhupalchok,ThuloPakhar,and also Jethal VDC,27.71006,85.87086,27.829359999999998,85.54504,2015-05-19,"ThuloPakhar, and also Jethal VDC",list
978,Medical Kit,,Medical Kit,Medicine,unit,1.0,Sindhupalchok,ThuloPakhar,and also Jethal VDC,27.71006,85.87086,27.829359999999998,85.54504,2015-05-19,"ThuloPakhar, and also Jethal VDC",list
979,Blankets,,Blankets,Shelter,unit,50.0,Sindhupalchok,ThuloPakhar,and also Jethal VDC,27.71006,85.87086,27.829359999999998,85.54504,2015-05-19,"ThuloPakhar, and also Jethal VDC",list
980,Rice,,Rice,Food - Dry Food,sack,8.0,Sindhupalchok,ThuloPakhar,and also Jethal VDC,27.71006,85.87086,27.829359999999998,85.54504,2015-05-19,"ThuloPakhar, and also Jethal VDC",list
981,Tarp,India,Tarp,Shelter,unit,200.0,Sindhupalchok,ThuloPakhar,and also Jethal VDC,27.71006,85.87086,27.829359999999998,85.54504,2015-05-19,"ThuloPakhar, and also Jethal VDC",list
982,Tarp,India,Tarp,Shelter,unit,200.0,Ramechhap,Those,and also Khimti VDC,27.57869,86.2721,27.3303,86.06458,2015-05-19,"Those, and also Khimti VDC",list
983,Solar Lamps/Chargers (UNHCR),UNHCR,Solar Lamps/Chargers (UNHCR),Shelter,unit,10.0,Ramechhap,Those,and also Khimti VDC,27.57869,86.2721,27.3303,86.06458,2015-05-19,"Those, and also Khimti VDC",list
984,Medical Kit,,Medical Kit,Medicine,unit,1.0,Ramechhap,Those,and also Khimti VDC,27.57869,86.2721,27.3303,86.06458,2015-05-19,"Those, and also Khimti VDC",list
985,Rice,,Rice,Food - Dry Food,sack,2.0,Dolakha,Katakuti,and also Bhusaphedi VDC,27.62756,85.9923,27.83333,86.25,2015-05-19,"Katakuti, and also Bhusaphedi VDC",list
986,Pregnancy Kit,,Pregnancy Kit,Sanitation - supplies,unit,5.0,Dolakha,Katakuti,and also Bhusaphedi VDC,27.62756,85.9923,27.83333,86.25,2015-05-19,"Katakuti, and also Bhusaphedi VDC",list
987,Dal,,Dal,Food - Dry Food,sack,1.0,Dolakha,Katakuti,and also Bhusaphedi VDC,27.62756,85.9923,27.83333,86.25,2015-05-19,"Katakuti, and also Bhusaphedi VDC",list
988,Sketch book,,Sketch book,Psychosocial support - Children supplies,unit,32.0,Dolakha,Katakuti,and also Bhusaphedi VDC,27.62756,85.9923,27.83333,86.25,2015-05-19,"Katakuti, and also Bhusaphedi VDC",list
989,Colour pencils,,Colour pencils,Psychosocial support - Children supplies,unit,40.0,Dolakha,Katakuti,and also Bhusaphedi VDC,27.62756,85.9923,27.83333,86.25,2015-05-19,"Katakuti, and also Bhusaphedi VDC",list
990,Lime,,Lime,Shelter,pack,10.0,Dolakha,Katakuti,and also Bhusaphedi VDC,27.62756,85.9923,27.83333,86.25,2015-05-19,"Katakuti, and also Bhusaphedi VDC",list
991,Tools (hardware),,Tools (hardware),Shelter,unit,35.0,Dolakha,Katakuti,and also Bhusaphedi VDC,27.62756,85.9923,27.83333,86.25,2015-05-19,"Katakuti, and also Bhusaphedi VDC",list
992,Tarp,India,Tarp,Shelter,unit,110.0,Solukhumbu,Kaku,"Babarka, Worwo",27.493609999999997,86.65329,27.75,86.75,2015-05-19,"Kaku, Babarka, Worwo",list
993,Blankets,,Blankets,Shelter,unit,50.0,Solukhumbu,Kaku,"Babarka, Worwo",27.493609999999997,86.65329,27.75,86.75,2015-05-19,"Kaku, Babarka, Worwo",list
994,Solar Lamps/Chargers (UNHCR),UNHCR,Solar Lamps/Chargers (UNHCR),Shelter,unit,15.0,Solukhumbu,Kaku,"Babarka, Worwo",27.493609999999997,86.65329,27.75,86.75,2015-05-19,"Kaku, Babarka, Worwo",list
995,Sketch book,,Sketch book,Psychosocial support - Children supplies,unit,80.0,Dhading,ChhatreDyaurali,"Ramche, Maidan, wards 2, 4, 7, 9",27.7485,85.227,28.0,84.91667,2015-05-20,"ChhatreDyaurali, Ramche, Maidan, wards 2, 4, 7, 9",list
996,Colour pencils,,Colour pencils,Psychosocial support - Children supplies,unit,40.0,Dhading,ChhatreDyaurali,"Ramche, Maidan, wards 2, 4, 7, 9",27.7485,85.227,28.0,84.91667,2015-05-20,"ChhatreDyaurali, Ramche, Maidan, wards 2, 4, 7, 9",list
997,Pencils,,Pencils,Psychosocial support - Children supplies,unit,4.0,Dhading,ChhatreDyaurali,"Ramche, Maidan, wards 2, 4, 7, 9",27.7485,85.227,28.0,84.91667,2015-05-20,"ChhatreDyaurali, Ramche, Maidan, wards 2, 4, 7, 9",list
998,Eraser,,Eraser,Psychosocial support - Children supplies,unit,30.0,Dhading,ChhatreDyaurali,"Ramche, Maidan, wards 2, 4, 7, 9",27.7485,85.227,28.0,84.91667,2015-05-20,"ChhatreDyaurali, Ramche, Maidan, wards 2, 4, 7, 9",list
999,Tarp,India,Tarp,Shelter,unit,105.0,Nuwakot,Tupche,"Mahadev Khadka, ward 7",27.965670000000003,85.1539,27.964000000000002,83.0549,2015-05-20,"Tupche, Mahadev Khadka, ward 7",list
